10292:51.634 -4.91235 -33.93666 -60.478916 10.882557 -9.220385 16.086536 34.967945 35.80897 8.325995
19125:-0.34107256 2.5074015 -0.8216241 -1.8315843 -1.6899515 0.29522982 4.328377 1.9460216 -1.1709564 3.91344
26985:40.76894 -18.599215 -13.964156 -37.41761 4.8560143 -13.409538 9.145956 24.303871 30.107838 11.228336
29301:-0.04729131 0.65416515 -3.9710872 -3.1684504 -3.0678144 3.6632812 5.026637 2.9149446 -3.1714208 -2.9391918
5451:3.314361 10.374278 -6.581937 -8.519798 -0.64170766 -3.461416 9.522243 6.9426 -6.161671 7.8464866
4018:3.9004874 -5.23227 -4.269201 7.094873 3.8263133 4.6361027 -0.81354696 6.1265063 -13.459217 4.1642146
17319:7.997352 9.25481 -11.671805 -15.204611 -3.6297073 -10.941339 7.965628 1.9227577 0.6520976 8.936347
20778:4.2363515 5.691636 -16.485855 -5.3420033 2.1480863 2.3287232 4.2569823 -6.119271 3.8557823 2.3065484
25285:3.8779767 -8.021666 -12.3856 -13.426064 -5.4494877 -11.485599 2.8466408 3.718169 4.961997 8.028
17079:1.4334376 1.5423658 -0.45984283 -0.72430414 -0.7163011 0.46598232 0.1155169 0.64345694 -0.3306762 -0.3115623
9936:5.513194 -0.7431974 -1.6949681 0.18641707 1.3318431 -0.8574194 -0.55685914 0.89769787 2.9931853 0.32998568
13172:3.3087106 -0.99448216 -2.454145 -5.6805396 -4.3675976 -14.506267 9.584938 3.2306507 -2.857351 19.81474
21999:-1.4410589 3.7100754 -2.106991 -1.0053442 -3.8878114 0.44309375 0.6119676 2.9226604 -7.3596478 -0.042218104
17840:8.082732 -6.719896 -6.1597733 -2.2733655 -4.3604646 -6.56894 -0.9917174 1.6621234 -0.7346046 0.08964163
10304:8.324139 1.8586404 -15.062452 -2.2278347 5.006499 2.1409972 -0.4705172 -10.071298 4.184069 7.0862985
28828:-2.1971643 3.073413 -4.399194 -3.731188 -7.5217423 0.6268108 1.450768 4.5558844 -0.6019627 3.8906806
20323:-0.6894013 2.2309768 0.3987952 -0.48540685 -1.883877 0.24883983 -0.017057618 0.7427735 -2.1352875 0.953176
29644:2.1063626 -5.6317315 -2.307458 -10.057186 -5.2122326 -15.227354 2.3152857 1.4645001 -0.8230437 5.747461
16997:5.542389 1.7715133 -5.4940395 -3.555702 1.7913702 -6.128636 3.5325305 1.3994789 3.829478 1.936468
14779:27.401058 -1.066605 -16.656225 -22.179413 -0.8892313 -16.52263 31.047352 14.910785 12.801914 24.863062
22578:-2.4452956 0.78404987 -7.44625 -1.0529547 -0.5457274 0.9943269 5.274775 5.811262 -4.9484415 2.1557374
15822:70.177124 -16.252869 -18.925209 -33.787422 19.807945 29.024752 37.228916 40.700466 6.8430796 49.578327
4056:3.9151711 5.2610736 -4.6667156 -2.8568323 -4.0296736 -0.49874 3.3147926 1.9361314 -1.4408017 2.5930414
15469:7.361127 -1.7752856 -18.067509 -18.425924 -4.534834 -16.893827 12.260199 11.048071 1.5974958 2.0696018
29143:-0.049662713 4.30028 -5.4501867 6.416636 8.691596 11.800141 1.4595764 11.077298 -21.167522 -3.06372
12209:-0.6472961 1.4778297 -0.2339311 -0.346601 -0.98513305 0.27714685 -0.76393044 0.48134702 -1.5802162 0.38680762
21299:-6.4935126 -7.6259413 -3.980526 -16.104351 -9.870116 -13.359838 3.5267015 8.252638 -2.9963644 12.317937
710:17.201595 -1.1971576 -0.5639833 17.550817 4.410613 30.46327 14.692757 18.77375 -44.24958 18.247269
21476:2.4533446 0.82542497 -1.9705199 -3.7480018 0.49706474 -0.49323544 0.6643852 -0.14856902 0.04592611 0.40874273
16065:0.17072251 -0.042137183 -0.12768048 -0.1684746 -0.12999699 0.61268306 0.633115 0.59250057 -0.44390354 -0.5190454
20442:4.2971444 1.9119093 -0.4295752 -2.7771244 0.6342405 -0.36506578 1.258307 0.9442245 -4.0427427 0.21578553
21327:6.6004295 -4.328148 -3.4068553 -0.16556716 2.520204 -3.680283 -4.118562 4.6101236 -7.148118 10.392563
27696:6.802083 2.2117996 -4.6103215 -5.282118 -3.2476962 -6.7831697 1.6545491 1.510013 0.5736496 3.9309835
25962:29.561895 6.9875703 -20.866035 -24.035746 -0.83074546 -23.977377 9.067872 5.7953854 11.701037 15.4170885
23927:10.091063 -7.387072 -7.0994835 -6.4276037 -1.8149983 -10.645032 -1.6057978 -0.13028425 2.817425 0.9204815
20077:7.5414066 7.287343 -16.395515 -17.128191 1.3273664 8.263618 12.012538 16.036531 7.485216 17.52247
21526:12.696849 0.77169496 -3.9607341 -2.8591974 1.9369645 -9.202122 -3.158247 -2.7449152 -1.3093648 9.574192
