710:0.6784396 -0.50217783 -0.3705217 -0.758307 0.4072364 0.88417774 -0.75198936 0.059736412 0.45020196 -0.07063799
205:0.8207247 -0.21393673 0.2672297 0.18924434 0.014751984 0.40935034 -0.28331006 -0.032497015 -0.04198665 0.5484041
45:0.9855494 0.24909286 0.19195965 0.6029517 -0.14507332 0.18159688 0.32135555 0.24638161 0.0703976 0.4146212
515:0.5806179 0.22729199 0.26199004 0.87334985 0.1043289 0.20386279 0.27048126 -0.052351117 -0.11074487 0.79330343
574:0.8527301 -0.1306528 0.21461996 0.15304583 -0.039936166 0.45187202 0.10715979 0.38859242 -0.27224573 0.27615187
858:-0.16964002 0.62007284 -0.36967063 -0.22436348 -0.18513471 0.38870382 -0.24386404 0.11119349 -0.6642185 -0.12295052
619:0.561369 -0.36523572 -0.1695382 -0.32511997 0.22320025 0.5053167 -0.38588184 0.11404012 0.27041066 0.012092518
507:0.10540979 -0.2454857 -0.12267992 -0.06558154 0.116696924 0.17536363 0.3881345 0.5686896 0.25178272 0.4628696
113:0.6750523 -0.4777826 -0.34649965 -0.42383465 0.5751098 0.8547362 -0.56209546 -0.013590134 0.092492715 0.21832006
34:0.17916176 -0.32941747 0.21644112 -0.19595766 -0.3472854 -0.37662843 0.06061435 -0.3905221 -0.7231373 0.22199693
563:0.40258953 -0.16638725 0.06265779 0.23839442 0.32029498 0.4107751 -0.026637668 0.21908526 -0.1215861 0.18219459
381:0.7175386 -0.03985631 0.17973973 0.3497639 0.14257905 -0.1408123 -0.17196614 0.2991553 0.76432127 0.83735037
455:1.0409604 -0.57684875 -0.22626103 -0.09902559 0.029608274 -0.23061402 -0.28756434 0.24729365 0.583976 -0.1379519
67:0.4010918 -0.23452711 0.0078817 -0.03907298 0.21056749 0.561447 -0.33027095 0.13813433 0.16042009 0.092522286
388:0.3678845 0.03751425 0.07202702 0.20951769 -0.024563922 0.4701441 0.085550345 -0.0963284 -0.46782467 0.48746723
974:0.11537564 -0.078471735 -0.07177627 0.13719347 0.18267824 0.25900787 -0.121789075 0.16648129 -0.2287748 0.16474946
310:0.3980257 -0.39509943 -0.032979593 -0.2753757 0.26223394 0.18886551 -0.3315686 0.139369 0.24469066 -0.08273876
169:0.92607325 -0.6165696 0.051242176 -0.5089876 0.011080495 -0.08240011 -0.31094846 0.08238164 0.78152835 -0.098376006
444:0.57490605 -0.18928239 -0.004315603 0.0416215 0.109469995 0.5012151 -0.080862746 0.23659754 0.033015437 0.23186359
120:0.35831758 -0.13459043 -0.1804409 -0.19403881 0.23330799 0.16149417 -0.20793974 0.03874302 0.20301014 0.012555659
193:0.75055397 0.03034961 -0.06860802 0.021689013 0.3066266 -0.19902387 0.45685118 0.3517552 0.6327966 0.16138743
713:0.5719913 -0.39833903 -0.02926694 -0.0384153 0.434967 0.56958133 -0.47652626 0.20317174 0.14469907 0.06324708
302:0.490021 -0.17708696 0.3871247 0.3786647 0.0571053 0.63561493 -0.0516414 0.15160447 -0.3671964 0.6699802
153:-0.24861515 -0.66635686 -0.8324052 -0.24466196 -0.8220083 -0.8499745 -0.025341902 0.8999683 0.42485467 0.21532923
844:0.5234265 -0.40881824 0.07713689 0.16710241 0.34373638 0.7242206 -0.30485895 0.220204 -0.07501372 0.17659943
335:0.3148802 -0.2346176 0.08859856 0.056640953 0.12149495 0.53334504 0.011918028 0.207829 -0.19627768 0.27116823
885:0.4881044 -0.4059214 -0.15544441 -0.13186604 0.28905767 0.2603995 -0.32336393 0.060067996 0.054591615 -0.049839497
735:0.32942688 -0.089460656 -0.0062312456 -0.32415196 0.016765237 0.8481202 0.29230276 0.54485786 -0.2634605 -0.1474537
664:0.5982686 -0.5247689 0.04522822 -0.31959862 0.43424997 0.515807 -0.44274303 0.17192656 0.28735968 -0.05379601
93:0.8213081 -0.4177936 -0.17582013 -0.73579127 0.22489534 0.3462127 -0.246898 0.24663742 0.59246385 -0.07877811
158:0.7757231 -0.058711655 -0.21989797 -0.037240557 0.41534343 -0.83781284 0.22445221 0.17463112 0.62925154 -0.20833534
458:0.4737198 -0.26216215 0.14600472 -0.27577117 0.3661203 0.346824 -0.21139207 0.3248657 0.30604896 0.17879179
997:0.33292753 -0.25984138 0.047798526 0.046048567 0.32338777 0.60236514 -0.13323762 0.17498314 -0.15877359 0.15321046
182:0.92721534 -0.27217665 -0.07349971 -0.1289458 0.41729143 0.33143467 -0.40699625 0.16180517 0.29037502 0.3266832
147:0.5517693 0.10760628 0.07886458 -0.21488516 -0.13478252 0.5486446 0.011669553 0.29741052 0.041867953 0.528598
616:0.95470583 -0.5202844 -0.32617038 0.3136608 -0.48213533 0.03377998 0.05034772 0.18559524 0.20384903 -0.4223255
589:-0.24544948 0.15148824 -0.07614082 -0.36703905 -0.56178737 -0.17567353 0.39976877 0.12685767 -0.10384094 0.038884077
544:0.58743924 -0.58845896 -0.11911416 -0.6783151 0.48929515 0.3274223 -0.059786927 0.4650635 0.7588383 0.082390316
436:0.34057692 -0.3637616 -0.07157701 -0.38350254 0.3440252 0.3011801 0.026808046 0.39416984 0.3134075 0.11344051
862:0.58526987 -0.32914856 0.049467452 0.16395538 0.20385057 0.5674782 -0.12805296 0.033464782 -0.07962322 0.24897793
836:0.27961704 -0.52863866 -0.6055869 -1.1240382 0.37959054 0.7378445 -0.40527835 0.025951846 0.49863648 0.037690796
697:0.61146957 -0.24175428 -0.090725966 -0.4259733 0.3360477 0.54018503 -0.22047722 0.12532592 -0.048280966 0.15764952
12:0.48960006 -0.10430437 -0.7083843 -0.99436355 0.14576676 0.6407367 -0.5576131 0.10633691 0.29164365 -0.3246746
223:0.36039054 0.4830285 0.07947724 0.00916964 -0.2620411 0.15247723 0.6686545 0.14010163 -0.25123525 -0.07402061
541:-0.074102156 0.28484485 -0.11032914 -0.09821723 -0.061339792 0.37119535 0.43031076 0.21110477 -0.62364113 -0.38709962
66:0.6220499 -0.40921748 -0.6413711 -0.9630769 0.401561 0.77482337 -0.74110544 0.110264935 0.664796 -0.14088175
216:0.9070469 0.14338459 -0.199238 -0.40448526 -0.3608328 -0.03558571 -0.13009787 0.6799189 0.5188168 -0.48560482
89:0.22599594 -0.27070108 -0.39440277 -0.48959485 0.34496018 0.35153183 0.3619576 0.42755774 0.5889304 0.21083416
963:0.33900404 -0.9444475 -0.13795751 0.242911 0.5672771 -0.05802112 -0.17844597 0.3124229 -0.6425319 -0.14882301
925:0.1631299 -0.25046873 -0.034924272 0.13046174 0.21704173 0.13585135 -0.14904766 0.14931871 -0.12238173 -0.05719645
